YEAR,ZIPCODE,STATE,REGION,Nearest_UrgentCare,Nearest_emDepart,Nearest_medICU,Nearest_traumaCenter,Nearest_pedICU,Nearest_healthClinic,percent_uninsured,Median_household_income,STATE_ABBR
2020,14624,New York,Northeast,4.29,4.67,4.67,5.43,5.43,4.45,2.71,75932.0,NY
2020,14625,New York,Northeast,3.55,4.63,4.63,5.69,5.98,3.82,2.32,86463.0,NY
2020,14626,New York,Northeast,2.75,1.56,1.56,7.51,7.51,4.05,1.92,72662.0,NY
2020,14742,New York,Northeast,43.7,0.5,0.5,43.71,43.71,0.19,4.58,42558.0,NY
2020,14702,New York,Northeast,43.62,0.46,0.46,43.65,43.65,0.13,4.58,42558.0,NY
2020,14701,New York,Northeast,43.31,0.19,0.19,43.36,43.36,0.3,4.58,42558.0,NY
2020,14778,New York,Northeast,45.75,1.63,1.63,59.87,55.59,2.97,1.93,60118.0,NY
2020,14706,New York,Northeast,45.93,3.15,3.15,57.93,53.65,4.24,1.93,60118.0,NY
2020,14707,New York,Northeast,26.84,6.5,6.5,69.8,64.04,10.45,5.56,47321.0,NY
2020,14708,New York,Northeast,30.01,9.52,9.52,72.24,68.69,7.49,0.0,76875.0,NY
2020,14709,New York,Northeast,17.53,14.85,14.85,57.94,47.13,10.37,8.09,50515.0,NY
2020,14785,New York,Northeast,35.58,8.25,8.25,35.28,35.28,8.41,8.2,58537.0,NY
2020,14710,New York,Northeast,35.16,8.09,8.09,35.2,35.2,8.36,8.2,58537.0,NY
2020,14711,New York,Northeast,23.67,11.61,16.78,54.6,46.72,7.02,17.18,57800.0,NY
2020,14712,New York,Northeast,37.27,8.37,8.37,36.59,36.59,8.35,2.72,63567.0,NY
2020,14714,New York,Northeast,29.55,5.57,16.64,53.32,48.81,5.53,13.91,80313.0,NY
2020,14774,New York,Northeast,28.24,9.6,9.6,65.2,60.69,9.85,3.52,41996.0,NY
2020,14715,New York,Northeast,30.68,10.91,10.91,67.43,62.93,8.08,3.52,41996.0,NY
2020,14716,New York,Northeast,40.41,7.87,8.29,37.58,37.58,7.28,3.89,37250.0,NY
2020,14717,New York,Northeast,26.69,12.43,20.93,50.39,43.52,3.68,2.79,38750.0,NY
2020,14718,New York,Northeast,42.18,9.56,9.56,42.79,42.79,8.2,3.52,53885.0,NY
2020,14766,New York,Northeast,33.28,14.55,20.98,39.6,36.06,13.37,7.52,51511.0,NY
2020,14719,New York,Northeast,32.71,15.26,20.28,38.97,35.46,14.09,7.52,51511.0,NY
2020,14720,New York,Northeast,41.38,2.26,2.26,41.29,41.29,2.33,1.74,43929.0,NY
2020,14723,New York,Northeast,39.6,15.43,15.43,43.54,41.11,14.88,4.74,65096.0,NY
2020,14724,New York,Northeast,21.38,8.4,8.6,22.22,22.22,7.97,29.53,58594.0,NY
2020,14751,New York,Northeast,37.62,17.82,17.82,42.65,39.71,16.88,39.96,44464.0,NY
2020,14726,New York,Northeast,40.19,15.52,15.52,45.24,42.29,15.46,39.96,44464.0,NY
2020,14786,New York,Northeast,33.26,0.33,11.16,55.5,51.0,0.36,5.03,53264.0,NY
2020,14727,New York,Northeast,33.13,0.11,11.04,55.9,51.41,0.15,5.03,53264.0,NY
2020,14728,New York,Northeast,36.01,8.3,15.11,34.29,34.29,14.99,5.23,56490.0,NY
2020,14729,New York,Northeast,27.68,8.35,22.71,35.07,31.06,16.12,8.73,65156.0,NY
2020,14731,New York,Northeast,35.85,9.8,17.93,43.58,39.45,9.19,3.84,62813.0,NY
2020,14733,New York,Northeast,46.09,3.16,3.16,45.88,45.88,3.12,12.74,49153.0,NY
2020,14745,New York,Northeast,27.97,19.18,19.18,45.71,36.4,3.53,12.9,47750.0,NY
2020,14735,New York,Northeast,24.22,19.51,20.39,49.16,37.84,3.95,12.9,47750.0,NY
2020,14736,New York,Northeast,18.35,14.34,14.34,17.81,17.81,9.09,2.13,53750.0,NY
2020,14737,New York,Northeast,36.13,11.29,16.93,44.76,40.29,11.31,4.82,48316.0,NY
2020,14738,New York,Northeast,49.76,6.65,6.65,50.15,50.15,6.82,0.84,49830.0,NY
2020,14739,New York,Northeast,26.5,7.42,11.14,61.02,55.98,7.38,8.18,42292.0,NY
2020,14740,New York,Northeast,46.47,8.69,8.69,45.97,45.97,8.36,7.5,58947.0,NY
2020,14741,New York,Northeast,41.35,6.24,12.49,49.18,45.02,6.33,3.53,64327.0,NY
2020,14743,New York,Northeast,38.99,5.91,7.43,54.14,49.71,5.97,3.97,39558.0,NY
2020,14744,New York,Northeast,27.89,15.5,22.83,47.45,39.96,1.36,6.51,69063.0,NY
2020,14747,New York,Northeast,48.07,8.25,8.25,50.84,50.09,8.28,6.4,54545.0,NY
2020,14732,New York,Northeast,44.79,10.21,10.21,49.25,46.6,10.07,6.4,54545.0,NY
2020,14748,New York,Northeast,45.91,2.73,11.15,53.49,49.44,3.76,8.94,27157.0,NY
2020,14750,New York,Northeast,39.26,4.01,4.01,39.28,39.28,4.26,1.58,57841.0,NY
2020,14752,New York,Northeast,42.52,8.84,8.84,41.9,41.9,7.45,0.0,38000.0,NY
2020,14753,New York,Northeast,53.53,5.11,9.21,61.35,57.29,5.08,3.92,34464.0,NY
2020,14754,New York,Northeast,35.02,12.2,12.2,69.22,64.75,4.21,1.88,53438.0,NY
2020,14755,New York,Northeast,38.28,8.55,21.57,45.06,41.34,7.37,8.95,51412.0,NY
2020,14757,New York,Northeast,33.01,7.09,16.44,31.3,31.3,16.4,4.85,60536.0,NY
2020,14760,New York,Northeast,42.84,0.5,0.5,60.74,56.39,0.28,5.38,47782.0,NY
2020,14767,New York,Northeast,30.25,9.83,11.7,30.87,30.87,9.83,23.52,57361.0,NY
2020,14758,New York,Northeast,31.64,10.15,12.12,32.38,32.38,10.15,23.52,57361.0,NY
2020,14769,New York,Northeast,38.62,6.08,9.92,35.73,35.73,9.02,1.91,52045.0,NY
2020,14770,New York,Northeast,39.07,6.64,6.64,65.69,61.27,6.43,1.38,51883.0,NY
2020,14772,New York,Northeast,45.42,13.25,14.58,51.16,47.92,11.97,10.56,57656.0,NY
2020,14730,New York,Northeast,45.65,13.76,14.06,51.32,48.11,12.49,10.56,57656.0,NY
2020,14775,New York,Northeast,23.54,9.06,21.06,21.06,21.06,14.9,8.06,48523.0,NY
2020,14777,New York,Northeast,29.33,12.54,23.07,47.89,42.54,4.17,1.78,54167.0,NY
2020,14779,New York,Northeast,44.19,1.14,14.84,51.46,47.54,0.07,8.54,35853.0,NY
2020,14781,New York,Northeast,25.95,11.73,16.42,25.02,25.02,15.35,10.33,51500.0,NY
2020,14782,New York,Northeast,44.66,11.9,11.9,43.24,43.24,11.52,5.15,46875.0,NY
2020,14783,New York,Northeast,49.64,10.09,17.72,55.97,52.47,9.21,6.86,34412.0,NY
2020,14784,New York,Northeast,40.78,9.97,11.32,38.67,38.67,9.96,4.48,81250.0,NY
2020,14787,New York,Northeast,32.07,0.5,16.46,29.27,29.27,15.58,2.23,39451.0,NY
2020,14801,New York,Northeast,11.84,15.8,15.8,39.51,72.1,7.7,7.0,54707.0,NY
2020,14802,New York,Northeast,8.44,9.03,9.03,60.73,55.41,8.45,3.6,34107.0,NY
2020,14803,New York,Northeast,8.06,8.69,8.69,60.65,55.56,8.07,2.17,51250.0,NY
2020,14804,New York,Northeast,7.49,7.49,7.49,56.83,51.36,7.5,1.33,72000.0,NY
2020,14805,New York,Northeast,16.03,6.53,6.53,27.95,47.36,12.7,1.46,44231.0,NY
2020,14806,New York,Northeast,13.22,8.96,8.96,65.97,61.67,12.64,11.58,56094.0,NY
2020,14807,New York,Northeast,6.46,4.56,4.56,48.96,47.28,5.1,4.07,56951.0,NY
2020,14808,New York,Northeast,18.37,11.51,11.51,39.85,39.92,4.22,8.56,54286.0,NY
2020,14809,New York,Northeast,12.8,8.83,8.83,49.55,49.62,6.16,19.21,47259.0,NY
2020,14856,New York,Northeast,17.11,3.53,3.53,47.96,56.59,0.58,2.93,41759.0,NY
2020,14810,New York,Northeast,16.94,3.2,3.2,48.49,55.86,1.11,2.93,41759.0,NY
2020,14812,New York,Northeast,9.89,7.83,7.83,31.37,58.16,17.49,6.03,55357.0,NY
2020,14813,New York,Northeast,19.31,8.4,8.4,63.14,53.81,13.96,3.07,53646.0,NY
2020,14814,New York,Northeast,4.8,1.3,1.3,24.65,55.4,11.5,0.0,89837.0,NY
2020,14815,New York,Northeast,16.08,9.42,9.42,40.32,57.98,11.64,0.77,47885.0,NY
2020,14816,New York,Northeast,15.89,6.86,6.86,17.59,44.72,20.18,0.0,65625.0,NY
2020,14817,New York,Northeast,9.07,11.14,11.14,28.36,31.18,11.14,2.77,66799.0,NY
2020,14818,New York,Northeast,19.03,6.19,6.19,35.59,54.58,15.4,2.61,75670.0,NY
2020,14819,New York,Northeast,13.98,13.48,13.48,49.58,63.55,10.21,9.91,54000.0,NY
2020,14820,New York,Northeast,16.22,13.48,13.48,45.69,65.95,10.34,5.58,53500.0,NY
2020,14821,New York,Northeast,9.95,10.33,10.33,39.51,65.07,8.73,1.85,60571.0,NY
2020,14822,New York,Northeast,11.63,9.63,9.63,47.99,42.56,2.57,0.32,56705.0,NY
2020,14823,New York,Northeast,6.01,7.15,7.15,58.02,59.51,5.99,4.87,53801.0,NY
2020,14824,New York,Northeast,18.9,9.1,9.1,22.54,44.96,16.38,5.32,48500.0,NY
2020,14825,New York,Northeast,23.08,4.68,4.68,6.19,38.54,21.96,5.1,71716.0,NY
2020,14826,New York,Northeast,13.97,11.06,11.06,44.05,44.11,0.38,2.82,57738.0,NY
2020,14831,New York,Northeast,0.31,4.55,4.55,29.8,61.01,10.73,4.05,63710.0,NY
2020,14830,New York,Northeast,0.34,4.03,4.03,29.24,60.53,10.36,4.05,63710.0,NY
2020,14836,New York,Northeast,19.13,12.08,12.08,44.79,35.8,4.52,1.93,62079.0,NY
2020,14893,New York,Northeast,19.81,10.89,10.89,42.59,54.92,13.73,15.2,56908.0,NY
2020,14857,New York,Northeast,26.13,10.86,10.86,44.41,52.57,9.79,15.2,56908.0,NY
2020,14837,New York,Northeast,24.82,11.73,11.73,43.91,52.98,10.64,15.2,56908.0,NY
2020,14838,New York,Northeast,19.07,9.07,9.07,16.14,41.63,20.81,4.36,67188.0,NY
2020,14839,New York,Northeast,13.42,14.65,14.65,58.79,65.87,13.41,11.92,61522.0,NY
2020,14840,New York,Northeast,21.73,7.22,7.22,46.82,51.74,10.45,5.06,59028.0,NY
2020,14841,New York,Northeast,20.22,11.11,11.11,41.2,51.22,10.98,4.06,65598.0,NY
2020,14842,New York,Northeast,25.85,7.33,7.33,47.73,49.99,6.88,54.46,57703.0,NY
2020,14843,New York,Northeast,0.26,1.36,1.36,55.04,53.73,0.25,3.25,47783.0,NY
2020,14845,New York,Northeast,10.75,5.3,5.3,21.1,49.87,16.37,3.69,62063.0,NY
2020,14846,New York,Northeast,22.39,15.15,15.15,44.94,33.63,4.32,2.8,56146.0,NY
2020,14847,New York,Northeast,16.1,8.74,8.74,42.24,42.21,6.75,9.09,58162.0,NY
2020,14852,New York,Northeast,0.82,3.82,3.82,35.31,40.52,3.82,3.6,56794.0,NY
2020,14851,New York,Northeast,1.06,3.32,3.32,35.3,40.96,3.32,3.6,56794.0,NY
2020,14850,New York,Northeast,2.4,2.63,2.63,32.4,39.71,2.63,3.6,56794.0,NY
2020,13062,New York,Northeast,3.24,6.82,6.82,34.64,37.32,6.82,3.6,56794.0,NY
2020,14855,New York,Northeast,15.66,16.85,16.85,51.55,68.69,14.1,20.64,41000.0,NY
2020,14858,New York,Northeast,9.07,11.16,11.16,31.82,65.29,5.81,4.46,68125.0,NY
2020,14859,New York,Northeast,24.71,6.98,6.98,9.18,34.59,24.57,9.76,64000.0,NY
2020,14860,New York,Northeast,20.76,5.82,5.82,45.86,46.73,5.4,18.11,62054.0,NY
2020,14861,New York,Northeast,17.94,5.14,5.14,11.84,42.59,18.66,5.38,51667.0,NY
2020,14864,New York,Northeast,13.43,5.98,5.98,25.67,51.01,20.86,2.39,55625.0,NY
2020,14865,New York,Northeast,17.56,1.17,1.17,30.05,52.3,17.51,3.54,39861.0,NY
2020,14867,New York,Northeast,10.64,8.26,8.26,26.22,40.91,8.26,3.52,63083.0,NY
2020,14869,New York,Northeast,18.26,4.07,4.07,28.78,49.59,14.83,2.35,61184.0,NY
2020,14870,New York,Northeast,3.46,7.88,7.88,33.19,64.2,12.67,1.6,77171.0,NY
2020,14827,New York,Northeast,2.47,6.88,6.88,32.2,63.19,12.24,1.6,77171.0,NY
2020,14871,New York,Northeast,9.96,5.39,5.39,19.94,53.12,7.87,2.84,66830.0,NY
2020,14872,New York,Northeast,11.24,8.67,8.67,24.08,51.17,18.74,1.1,85114.0,NY
2020,14873,New York,Northeast,23.34,10.52,10.52,44.59,44.72,10.8,14.35,51613.0,NY
2020,14874,New York,Northeast,27.13,10.96,10.96,46.79,46.95,10.13,0.0,63021.0,NY
2020,14877,New York,Northeast,18.18,14.49,14.49,59.76,69.63,11.14,6.17,42750.0,NY
2020,14878,New York,Northeast,21.8,8.25,8.25,39.2,57.56,15.06,14.55,73750.0,NY
2020,14879,New York,Northeast,13.49,5.87,5.87,41.69,60.14,5.98,6.11,50463.0,NY
2020,14880,New York,Northeast,20.13,4.16,4.16,67.01,58.12,14.3,2.92,48625.0,NY
2020,14881,New York,Northeast,8.06,10.55,10.55,29.98,31.91,10.55,0.0,83906.0,NY
2020,14882,New York,Northeast,7.12,6.65,6.65,38.85,38.86,6.65,0.58,86165.0,NY
2020,14883,New York,Northeast,16.75,15.65,15.65,17.76,32.97,16.2,4.68,58388.0,NY
2020,14884,New York,Northeast,15.46,11.14,11.14,47.05,39.46,5.85,1.41,59375.0,NY
2020,14885,New York,Northeast,19.99,20.37,20.37,53.93,73.05,8.94,13.21,57721.0,NY
2020,14886,New York,Northeast,10.92,7.75,7.75,37.74,45.44,7.75,2.76,59616.0,NY
2020,14863,New York,Northeast,14.09,10.65,10.65,37.52,48.41,10.65,2.76,59616.0,NY
2020,14889,New York,Northeast,19.28,13.96,13.96,16.17,36.93,17.86,8.23,58365.0,NY
2020,14891,New York,Northeast,17.71,2.93,2.93,33.8,56.18,19.64,4.02,51563.0,NY
2020,14887,New York,Northeast,18.2,10.76,10.76,40.44,57.01,14.37,4.02,51563.0,NY
2020,14876,New York,Northeast,17.97,2.16,2.16,33.12,55.24,18.82,4.02,51563.0,NY
2020,14892,New York,Northeast,24.89,0.73,0.73,2.91,34.8,25.77,4.28,49899.0,NY
2020,14894,New York,Northeast,16.99,5.75,5.75,12.41,46.11,14.39,2.21,59565.0,NY
2020,14895,New York,Northeast,21.0,1.24,1.24,72.18,63.18,8.93,6.88,48778.0,NY
2020,14897,New York,Northeast,21.56,10.38,10.38,65.29,70.03,5.04,6.22,43546.0,NY
2020,14898,New York,Northeast,20.14,22.82,22.82,46.98,74.08,7.9,28.33,47222.0,NY
2020,14902,New York,Northeast,12.55,0.42,0.42,16.51,48.13,13.65,4.1,33783.0,NY
2020,14901,New York,Northeast,12.75,0.19,0.19,16.37,47.85,14.02,4.1,33783.0,NY
2020,14903,New York,Northeast,10.08,2.18,2.18,19.54,50.12,13.65,4.77,60631.0,NY
2020,14904,New York,Northeast,13.01,1.29,1.29,15.93,48.09,13.2,6.46,45912.0,NY
2020,14905,New York,Northeast,11.1,1.01,1.01,17.85,49.74,12.17,5.18,65662.0,NY
2020,15001,Pennsylvania,Northeast,5.42,0.5,0.5,17.05,20.21,0.5,4.31,58250.0,PA
2020,15003,Pennsylvania,Northeast,7.33,3.68,3.68,14.71,17.05,2.05,4.76,50317.0,PA
2020,15004,Pennsylvania,Northeast,13.71,8.62,8.62,8.62,24.31,2.79,10.0,72619.0,PA
2020,15005,Pennsylvania,Northeast,6.02,5.24,5.24,16.49,18.18,3.28,2.77,71393.0,PA
2020,15006,Pennsylvania,Northeast,7.43,7.43,7.43,10.83,11.02,7.24,0.0,106484.0,PA
2020,15007,Pennsylvania,Northeast,6.38,7.24,7.24,12.87,13.14,10.61,3.02,63625.0,PA
2020,15009,Pennsylvania,Northeast,2.13,1.01,1.01,23.39,26.11,3.08,2.12,67303.0,PA
2020,15010,Pennsylvania,Northeast,6.13,3.85,3.85,27.58,29.26,1.25,3.44,61560.0,PA
2020,15072,Pennsylvania,Northeast,14.2,4.57,4.57,19.52,23.13,1.93,3.08,60864.0,PA
2020,15012,Pennsylvania,Northeast,13.67,4.98,4.98,18.11,22.58,2.38,3.08,60864.0,PA
2020,15014,Pennsylvania,Northeast,3.41,0.71,0.71,12.4,14.74,3.17,5.9,41188.0,PA
2020,15015,Pennsylvania,Northeast,4.76,3.31,3.31,13.12,13.96,8.88,1.66,121389.0,PA
2020,15017,Pennsylvania,Northeast,3.01,1.28,1.28,4.36,11.91,6.92,3.03,70812.0,PA
2020,15018,Pennsylvania,Northeast,5.44,6.51,6.51,11.46,15.63,5.48,10.49,35616.0,PA
2020,15019,Pennsylvania,Northeast,11.31,7.03,7.03,10.41,20.72,3.42,10.02,46940.0,PA
2020,15021,Pennsylvania,Northeast,16.32,5.5,5.5,5.5,25.73,0.26,4.04,61371.0,PA
2020,15022,Pennsylvania,Northeast,13.29,3.02,3.02,20.77,22.49,0.79,2.96,49726.0,PA
2020,15024,Pennsylvania,Northeast,3.59,3.59,3.59,9.37,9.4,3.52,1.97,74146.0,PA
2020,15025,Pennsylvania,Northeast,2.69,1.84,1.84,10.26,11.51,2.55,4.84,63815.0,PA
2020,15026,Pennsylvania,Northeast,12.21,7.77,7.77,12.28,21.46,7.77,4.93,82590.0,PA
2020,15027,Pennsylvania,Northeast,3.72,3.46,4.68,18.8,20.55,3.46,2.84,56927.0,PA
2020,15030,Pennsylvania,Northeast,1.59,1.59,1.59,10.76,12.13,1.31,4.36,54464.0,PA
2020,15031,Pennsylvania,Northeast,4.53,2.77,2.77,5.69,13.74,4.71,4.43,58558.0,PA
2020,15033,Pennsylvania,Northeast,11.3,2.91,2.91,18.23,20.16,1.46,4.71,40437.0,PA
2020,15034,Pennsylvania,Northeast,3.22,2.18,2.18,7.29,8.25,1.43,7.84,32770.0,PA
2020,15035,Pennsylvania,Northeast,3.22,3.08,3.08,4.31,9.09,2.44,3.13,50625.0,PA
2020,15037,Pennsylvania,Northeast,6.41,5.55,5.55,12.78,14.54,5.78,3.69,65261.0,PA
2020,15038,Pennsylvania,Northeast,5.52,4.76,4.76,13.26,14.74,4.76,5.74,78125.0,PA
2020,15042,Pennsylvania,Northeast,4.51,3.49,6.02,19.19,20.74,3.49,2.53,60671.0,PA
2020,15043,Pennsylvania,Northeast,13.21,6.19,6.64,11.34,29.34,3.72,1.17,75052.0,PA
2020,15091,Pennsylvania,Northeast,7.8,3.83,3.83,9.41,9.71,8.86,1.65,111809.0,PA
2020,15044,Pennsylvania,Northeast,6.37,5.58,5.58,11.5,11.79,10.82,1.65,111809.0,PA
2020,15045,Pennsylvania,Northeast,2.97,2.41,2.41,8.84,9.88,2.14,6.45,45716.0,PA
2020,15046,Pennsylvania,Northeast,9.39,2.87,2.87,12.76,16.27,4.19,3.98,65625.0,PA
2020,15049,Pennsylvania,Northeast,2.17,2.17,2.17,9.12,9.75,2.21,1.99,47794.0,PA
2020,15050,Pennsylvania,Northeast,11.04,7.96,8.54,12.47,26.87,6.4,2.94,70700.0,PA
2020,15051,Pennsylvania,Northeast,5.06,5.06,5.06,8.37,8.45,5.0,0.0,59946.0,PA
2020,15052,Pennsylvania,Northeast,6.77,6.35,6.35,19.41,28.91,6.19,6.12,58676.0,PA
2020,15053,Pennsylvania,Northeast,13.04,8.95,8.95,8.96,22.49,1.7,0.0,37000.0,PA
2020,15055,Pennsylvania,Northeast,1.46,1.94,1.94,7.41,14.37,4.4,4.51,55156.0,PA
2020,15056,Pennsylvania,Northeast,9.33,2.24,2.24,12.68,15.57,4.01,3.76,46346.0,PA
2020,15057,Pennsylvania,Northeast,7.08,5.34,5.34,8.03,16.24,1.1,2.37,84588.0,PA
2020,15059,Pennsylvania,Northeast,8.81,5.82,6.53,18.08,30.17,5.8,10.03,60955.0,PA
2020,15060,Pennsylvania,Northeast,9.89,6.56,6.56,11.2,19.3,2.37,6.96,54219.0,PA
2020,15061,Pennsylvania,Northeast,0.76,2.08,3.09,21.3,23.22,2.08,3.09,60865.0,PA
2020,15062,Pennsylvania,Northeast,12.53,2.61,2.61,20.05,21.59,0.06,2.63,45658.0,PA
2020,15063,Pennsylvania,Northeast,9.36,0.96,0.96,17.06,18.57,0.96,4.33,59572.0,PA
2020,15064,Pennsylvania,Northeast,4.2,2.36,2.36,4.84,12.85,5.41,0.0,67167.0,PA
2020,15065,Pennsylvania,Northeast,5.45,1.34,1.34,14.32,16.63,5.21,2.49,56929.0,PA
2020,15066,Pennsylvania,Northeast,4.03,2.58,2.58,24.73,26.34,1.75,3.82,48456.0,PA
2020,15067,Pennsylvania,Northeast,8.42,2.61,2.61,15.56,17.65,2.61,6.67,46315.0,PA
2020,15069,Pennsylvania,Northeast,,,,,,,4.6,52793.0,PA
2020,15068,Pennsylvania,Northeast,1.7,1.7,1.7,9.9,13.4,1.67,4.6,52793.0,PA
2020,15071,Pennsylvania,Northeast,3.92,1.82,1.82,5.69,13.35,4.62,2.14,83454.0,PA
2020,15074,Pennsylvania,Northeast,2.78,0.8,3.03,22.39,24.02,0.8,4.19,44530.0,PA
2020,15076,Pennsylvania,Northeast,5.22,5.22,5.22,11.81,11.91,4.99,6.42,65365.0,PA
2020,15077,Pennsylvania,Northeast,7.65,7.22,7.22,16.67,27.41,5.74,11.46,77125.0,PA
2020,15078,Pennsylvania,Northeast,14.8,7.68,7.68,7.68,24.24,1.2,0.0,65813.0,PA
2020,15081,Pennsylvania,Northeast,7.92,3.44,3.44,14.18,17.29,2.72,2.26,66023.0,PA
2020,15083,Pennsylvania,Northeast,7.01,7.52,7.52,13.25,17.34,3.67,2.67,47813.0,PA
2020,15084,Pennsylvania,Northeast,4.09,2.34,2.34,13.31,13.89,3.8,3.8,46126.0,PA
2020,15032,Pennsylvania,Northeast,6.79,5.9,5.9,13.14,13.28,6.54,3.8,46126.0,PA
2020,15085,Pennsylvania,Northeast,3.66,3.06,3.06,3.06,12.2,6.04,0.44,65918.0,PA
2020,15087,Pennsylvania,Northeast,11.44,3.7,3.7,17.42,20.13,1.92,0.0,77500.0,PA
2020,15088,Pennsylvania,Northeast,4.61,3.77,3.77,12.18,13.39,4.49,4.73,43750.0,PA
2020,15089,Pennsylvania,Northeast,8.12,8.67,8.67,12.21,19.75,3.38,2.32,56000.0,PA
2020,15090,Pennsylvania,Northeast,5.34,4.41,4.41,11.86,12.57,9.83,3.58,121353.0,PA
2020,15101,Pennsylvania,Northeast,6.41,2.73,2.73,7.4,7.72,6.83,2.54,85097.0,PA
2020,15102,Pennsylvania,Northeast,2.78,3.98,3.98,6.41,10.81,4.32,1.88,86171.0,PA
2020,15104,Pennsylvania,Northeast,3.16,0.37,0.37,5.68,5.85,0.42,6.08,31318.0,PA
2020,15106,Pennsylvania,Northeast,1.5,0.37,0.37,0.37,8.59,3.22,2.82,59072.0,PA
2020,15275,Pennsylvania,Northeast,4.34,1.36,1.36,6.49,12.94,5.95,2.27,75499.0,PA
2020,15231,Pennsylvania,Northeast,8.46,4.56,4.56,10.62,16.07,7.94,2.27,75499.0,PA
2020,15108,Pennsylvania,Northeast,6.64,2.6,2.6,8.68,13.05,6.89,2.27,75499.0,PA
2020,15110,Pennsylvania,Northeast,4.57,1.37,1.37,6.64,7.96,0.16,4.55,35264.0,PA
2020,15112,Pennsylvania,Northeast,2.37,1.65,1.65,4.96,7.0,1.69,7.92,36891.0,PA
2020,15116,Pennsylvania,Northeast,4.18,3.64,3.64,4.84,5.16,4.5,2.1,77026.0,PA
2020,15120,Pennsylvania,Northeast,4.22,1.94,1.94,4.3,5.07,0.78,6.43,42918.0,PA
2020,15123,Pennsylvania,Northeast,0.88,1.42,1.42,7.13,8.46,0.7,3.7,53887.0,PA
2020,15122,Pennsylvania,Northeast,3.9,2.57,2.57,6.16,7.04,1.98,3.7,53887.0,PA
2020,15126,Pennsylvania,Northeast,7.14,2.33,2.33,9.21,16.03,6.03,1.73,83827.0,PA
2020,15129,Pennsylvania,Northeast,3.96,4.14,4.14,9.03,12.07,4.34,2.2,74038.0,PA
2020,15131,Pennsylvania,Northeast,3.56,2.31,2.31,6.76,11.12,3.01,3.1,50855.0,PA
2020,15028,Pennsylvania,Northeast,4.52,1.33,1.33,6.72,10.13,2.02,3.1,50855.0,PA
2020,15134,Pennsylvania,Northeast,4.44,0.83,0.83,8.16,9.04,0.25,5.8,30026.0,PA
2020,15132,Pennsylvania,Northeast,5.29,0.74,0.74,7.78,9.87,1.15,5.8,30026.0,PA
2020,15133,Pennsylvania,Northeast,4.21,1.6,1.6,8.95,9.97,1.31,5.75,59537.0,PA
2020,15135,Pennsylvania,Northeast,4.3,3.77,3.77,9.19,12.94,4.14,3.2,64231.0,PA
2020,15136,Pennsylvania,Northeast,3.57,0.3,0.3,4.32,7.34,1.31,5.62,52168.0,PA
2020,15137,Pennsylvania,Northeast,3.6,2.68,2.68,4.72,9.18,2.13,4.51,44774.0,PA
2020,15139,Pennsylvania,Northeast,4.15,3.73,3.73,6.92,6.92,4.35,2.31,67944.0,PA
2020,15140,Pennsylvania,Northeast,2.56,2.12,2.12,2.12,9.78,4.57,5.19,34882.0,PA
2020,15142,Pennsylvania,Northeast,2.62,2.12,2.12,2.12,10.31,4.73,0.0,250001.0,PA
2020,15143,Pennsylvania,Northeast,9.5,1.81,1.81,10.68,12.79,6.28,2.22,102958.0,PA
2020,15127,Pennsylvania,Northeast,9.11,4.03,4.03,9.28,10.78,7.54,2.22,102958.0,PA
2020,15144,Pennsylvania,Northeast,1.53,1.53,1.53,8.12,10.31,1.75,2.33,58965.0,PA
2020,15145,Pennsylvania,Northeast,1.28,2.64,2.64,3.83,7.44,2.69,5.27,35250.0,PA
2020,15146,Pennsylvania,Northeast,2.43,0.63,0.63,0.79,9.76,5.8,2.58,70700.0,PA
2020,15147,Pennsylvania,Northeast,4.04,3.43,3.43,6.27,6.48,3.45,3.05,54842.0,PA
2020,15148,Pennsylvania,Northeast,2.57,3.62,3.62,3.62,8.94,3.02,4.87,34464.0,PA
2020,15201,Pennsylvania,Northeast,1.87,0.33,0.33,0.48,0.87,1.47,4.53,72244.0,PA
2020,15295,Pennsylvania,Northeast,4.78,0.58,0.58,4.6,6.86,2.57,6.93,53292.0,PA
2020,15202,Pennsylvania,Northeast,4.67,0.48,0.48,4.5,6.78,2.47,6.93,53292.0,PA
2020,15203,Pennsylvania,Northeast,1.3,0.06,0.06,0.85,2.95,1.06,9.42,49231.0,PA
2020,15204,Pennsylvania,Northeast,2.24,1.95,1.96,3.03,6.02,0.15,5.9,41531.0,PA
2020,15276,Pennsylvania,Northeast,0.79,2.95,2.95,2.95,9.83,2.87,6.3,61888.0,PA
2020,15244,Pennsylvania,Northeast,3.19,2.33,2.33,5.36,11.69,4.68,6.3,61888.0,PA
2020,15242,Pennsylvania,Northeast,,,,,,,6.3,61888.0,PA
2020,15277,Pennsylvania,Northeast,2.4,2.69,2.69,4.57,11.22,4.18,6.3,61888.0,PA
2020,15205,Pennsylvania,Northeast,2.03,2.02,2.02,2.02,7.44,0.95,6.3,61888.0,PA
2020,15206,Pennsylvania,Northeast,1.83,1.29,1.29,1.4,1.4,0.28,5.0,52450.0,PA
2020,15207,Pennsylvania,Northeast,3.13,2.9,2.9,3.23,4.36,0.87,4.58,43764.0,PA
2020,15208,Pennsylvania,Northeast,2.62,0.61,0.61,2.61,2.61,0.11,5.42,48664.0,PA
2020,15209,Pennsylvania,Northeast,3.47,2.08,2.08,2.22,2.62,1.75,4.36,62826.0,PA
