YEAR,ZIPCODE,STATE,REGION,Nearest_UrgentCare,Nearest_emDepart,Nearest_medICU,Nearest_traumaCenter,Nearest_pedICU,Nearest_healthClinic,percent_uninsured,Median_household_income,STATE_ABBR
2020,00601,Puerto Rico,,6.92,8.06,11.3,34.62,11.83,6.92,6.56,14398.0,PR
2020,00602,Puerto Rico,,5.9,4.69,4.69,5.9,45.09,12.64,5.65,16771.0,PR
2020,00605,Puerto Rico,,0.82,0.82,0.82,0.82,45.37,8.22,5.36,15786.0,PR
2020,00603,Puerto Rico,,0.94,0.94,0.94,0.94,45.99,8.58,5.36,15786.0,PR
2020,00604,Puerto Rico,,2.94,2.94,2.94,2.94,48.21,8.57,5.36,15786.0,PR
2020,00606,Puerto Rico,,16.76,7.19,7.19,21.33,26.19,7.86,3.1,14980.0,PR
2020,00610,Puerto Rico,,11.77,4.97,4.97,11.77,39.21,5.74,4.55,20167.0,PR
2020,00612,Puerto Rico,,15.58,0.45,0.45,27.04,32.51,7.19,5.35,19402.0,PR
2020,00613,Puerto Rico,,15.83,0.31,0.31,26.85,32.88,6.92,5.35,19402.0,PR
2020,00614,Puerto Rico,,16.77,0.16,0.16,25.84,32.73,6.04,5.35,19402.0,PR
2020,00616,Puerto Rico,,8.92,6.68,6.68,33.62,30.8,4.22,8.08,18903.0,PR
2020,00617,Puerto Rico,,4.19,4.19,4.19,31.17,30.9,0.53,5.96,17702.0,PR
2020,00622,Puerto Rico,,22.18,2.66,6.75,29.09,32.85,5.25,6.05,15640.0,PR
2020,00623,Puerto Rico,,24.31,3.56,7.66,26.13,35.0,7.79,4.81,17699.0,PR
2020,00624,Puerto Rico,,0.26,7.11,7.59,38.71,7.11,0.26,3.8,17161.0,PR
2020,00627,Puerto Rico,,19.01,6.99,6.99,19.01,35.71,1.43,5.38,18571.0,PR
2020,00631,Puerto Rico,,13.85,0.39,11.06,24.8,20.75,0.39,5.2,11476.0,PR
2020,00637,Puerto Rico,,11.19,5.79,5.8,28.99,21.76,6.98,6.16,18430.0,PR
2020,00638,Puerto Rico,,7.56,7.56,7.56,26.42,24.66,3.53,3.83,17634.0,PR
2020,00641,Puerto Rico,,14.1,1.16,14.33,31.6,18.25,11.29,7.37,15402.0,PR
2020,00611,Puerto Rico,,16.58,5.68,13.62,24.23,22.62,4.7,7.37,15402.0,PR
2020,00646,Puerto Rico,,12.92,7.92,7.92,13.92,13.44,4.64,5.82,29757.0,PR
2020,00647,Puerto Rico,,10.72,8.09,8.09,36.17,20.79,0.62,4.27,13996.0,PR
2020,00688,Puerto Rico,,10.4,8.32,9.85,34.02,24.78,3.68,4.38,19368.0,PR
2020,00650,Puerto Rico,,7.18,7.18,7.18,32.92,26.04,0.73,4.38,19368.0,PR
2020,00652,Puerto Rico,,9.01,6.72,6.72,33.86,32.42,4.44,4.22,22771.0,PR
2020,00653,Puerto Rico,,8.15,5.99,5.99,36.37,18.27,2.0,4.11,10977.0,PR
2020,00656,Puerto Rico,,0.27,4.98,4.98,37.43,10.61,4.96,3.58,17865.0,PR
2020,00659,Puerto Rico,,21.09,5.06,5.06,21.09,35.32,1.08,6.65,18998.0,PR
2020,00660,Puerto Rico,,21.77,3.96,4.48,21.77,33.59,3.96,3.94,19848.0,PR
2020,00662,Puerto Rico,,7.36,7.36,7.36,7.36,42.2,0.48,5.78,17216.0,PR
2020,00664,Puerto Rico,,14.39,8.38,13.45,36.1,15.47,9.66,6.88,15740.0,PR
2020,00667,Puerto Rico,,17.61,2.61,2.62,28.46,28.3,1.47,4.81,14472.0,PR
2020,00669,Puerto Rico,,19.72,6.16,14.78,19.72,26.32,0.05,6.17,17199.0,PR
2020,00670,Puerto Rico,,16.75,8.88,10.46,16.75,29.42,5.71,2.99,14712.0,PR
2020,00674,Puerto Rico,,0.36,0.28,0.28,26.68,26.42,4.96,8.01,18790.0,PR
2020,00676,Puerto Rico,,4.28,0.61,0.61,4.28,41.91,8.5,4.94,16014.0,PR
2020,00677,Puerto Rico,,10.89,9.24,9.24,10.89,46.63,11.56,5.07,20027.0,PR
2020,00678,Puerto Rico,,12.85,12.85,12.85,12.85,38.29,1.14,4.58,17204.0,PR
2020,00680,Puerto Rico,,18.06,0.61,0.61,18.06,35.9,0.61,4.15,14825.0,PR
2020,00636,Puerto Rico,,,,,,,,4.15,14825.0,PR
2020,00681,Puerto Rico,,17.42,0.38,0.38,17.42,36.63,0.18,5.98,14841.0,PR
2020,00682,Puerto Rico,,17.18,1.28,1.28,17.18,38.35,1.92,5.98,14841.0,PR
2020,00683,Puerto Rico,,17.11,0.21,0.21,26.23,27.73,3.86,5.03,16441.0,PR
2020,00685,Puerto Rico,,12.45,8.7,8.7,12.45,33.09,0.97,4.61,15861.0,PR
2020,00687,Puerto Rico,,7.86,7.07,7.07,22.42,22.42,0.79,6.06,21191.0,PR
2020,00690,Puerto Rico,,3.39,3.39,3.39,3.39,46.0,5.49,3.64,17246.0,PR
2020,00692,Puerto Rico,,10.19,4.65,4.65,16.91,16.59,5.33,6.01,21194.0,PR
2020,00693,Puerto Rico,,5.54,0.7,0.7,21.89,21.52,0.33,9.32,19970.0,PR
2020,00694,Puerto Rico,,5.94,0.35,0.35,21.32,20.97,1.01,9.32,19970.0,PR
2020,00698,Puerto Rico,,4.34,1.24,1.24,34.44,15.02,6.82,5.95,14811.0,PR
2020,00703,Puerto Rico,,4.55,4.55,4.55,4.55,4.55,1.29,7.37,20188.0,PR
2020,00704,Puerto Rico,,11.79,8.37,8.37,22.24,21.14,11.61,7.38,16734.0,PR
2020,00705,Puerto Rico,,0.26,0.26,0.26,16.33,15.56,4.06,4.32,20271.0,PR
2020,00786,Puerto Rico,,2.09,2.23,2.23,13.99,13.23,5.12,4.32,20271.0,PR
2020,00707,Puerto Rico,,18.46,10.31,10.31,18.46,17.76,4.68,7.43,20419.0,PR
2020,00714,Puerto Rico,,17.68,0.58,0.58,17.68,16.59,0.9,3.99,16263.0,PR
2020,00715,Puerto Rico,,2.94,2.21,2.21,37.95,4.1,0.36,2.6,13288.0,PR
2020,00716,Puerto Rico,,0.57,0.58,0.58,40.55,1.48,0.57,5.31,17616.0,PR
2020,00717,Puerto Rico,,0.75,0.24,0.24,40.8,1.2,0.75,4.89,11838.0,PR
2020,00718,Puerto Rico,,16.36,7.09,7.74,20.33,20.33,9.53,7.16,19220.0,PR
2020,00744,Puerto Rico,,14.03,4.56,4.93,16.64,16.64,5.96,7.16,19220.0,PR
2020,00719,Puerto Rico,,9.56,6.22,6.22,12.99,12.99,0.2,4.76,18804.0,PR
2020,00720,Puerto Rico,,9.68,9.79,9.79,23.71,20.52,1.86,3.95,16072.0,PR
2020,00723,Puerto Rico,,13.52,4.85,4.85,13.52,12.54,2.07,6.6,17197.0,PR
2020,00726,Puerto Rico,,0.33,0.33,0.33,0.33,0.33,4.49,6.62,22847.0,PR
2020,00725,Puerto Rico,,0.49,0.44,0.44,0.49,0.49,3.82,6.62,22847.0,PR
2020,00727,Puerto Rico,,0.86,0.86,0.86,0.86,0.86,4.7,6.95,30570.0,PR
2020,00728,Puerto Rico,,2.79,1.45,2.2,42.95,1.45,0.04,5.12,20131.0,PR
2020,00729,Puerto Rico,,0.13,6.21,5.4,11.3,11.23,3.86,11.63,22075.0,PR
2020,00730,Puerto Rico,,1.94,0.38,0.38,40.43,1.93,1.94,5.77,16036.0,PR
2020,00732,Puerto Rico,,2.2,0.69,0.69,40.74,1.91,2.2,5.77,16036.0,PR
2020,00733,Puerto Rico,,1.57,0.01,0.01,40.56,1.63,1.57,5.77,16036.0,PR
2020,00734,Puerto Rico,,,,,,,,5.77,16036.0,PR
2020,00731,Puerto Rico,,6.38,5.29,5.29,40.28,6.6,6.02,6.74,15781.0,PR
2020,00735,Puerto Rico,,18.39,4.15,4.87,25.81,25.81,15.68,5.05,19097.0,PR
2020,00737,Puerto Rico,,7.05,0.52,0.52,11.68,10.64,4.37,6.66,22904.0,PR
2020,00736,Puerto Rico,,7.55,0.97,0.97,10.8,9.75,3.72,6.66,22904.0,PR
2020,00738,Puerto Rico,,16.48,0.24,0.38,26.16,26.16,15.6,8.46,20808.0,PR
2020,00739,Puerto Rico,,7.99,4.27,4.27,7.99,7.14,0.41,5.8,20597.0,PR
2020,00740,Puerto Rico,,17.67,0.99,1.22,27.28,27.28,16.73,8.53,9611.0,PR
2020,00741,Puerto Rico,,17.84,4.05,4.82,18.99,18.99,7.59,8.28,21506.0,PR
2020,00721,Puerto Rico,,3.36,9.46,8.62,14.57,14.45,3.81,8.0,23975.0,PR
2020,00745,Puerto Rico,,4.57,10.66,9.8,15.77,15.63,4.36,8.0,23975.0,PR
2020,00751,Puerto Rico,,11.13,10.84,10.84,23.46,22.41,14.29,6.27,17963.0,PR
2020,00754,Puerto Rico,,5.39,5.31,5.31,5.39,5.31,0.47,5.95,19408.0,PR
2020,00757,Puerto Rico,,14.41,12.42,14.22,29.4,15.76,8.8,8.88,20000.0,PR
2020,00765,Puerto Rico,,34.32,18.96,19.32,39.69,36.91,1.39,15.58,14049.0,PR
2020,00766,Puerto Rico,,11.9,6.54,9.9,30.81,12.56,0.79,3.55,19170.0,PR
2020,00767,Puerto Rico,,16.39,7.13,7.13,16.39,15.9,1.09,5.57,16828.0,PR
2020,00769,Puerto Rico,,7.98,7.81,7.81,23.96,18.19,8.52,4.21,18326.0,PR
2020,00771,Puerto Rico,,10.56,3.97,3.97,10.56,10.56,0.91,7.1,22097.0,PR
2020,00772,Puerto Rico,,3.94,8.31,7.24,13.35,12.54,0.27,8.23,14963.0,PR
2020,00773,Puerto Rico,,11.95,4.83,4.83,23.16,22.97,10.64,8.71,21805.0,PR
2020,00775,Puerto Rico,,40.5,23.99,24.14,49.86,24.19,1.97,13.05,24886.0,PR
2020,00777,Puerto Rico,,7.79,7.49,7.49,7.79,7.79,2.09,9.5,20718.0,PR
2020,00778,Puerto Rico,,4.27,4.21,4.21,4.27,4.27,0.43,8.16,35558.0,PR
2020,00780,Puerto Rico,,5.46,0.28,3.59,36.0,6.24,3.07,7.82,21724.0,PR
2020,00782,Puerto Rico,,5.93,6.2,6.2,12.51,12.08,5.32,6.18,14152.0,PR
2020,00783,Puerto Rico,,12.43,8.76,8.76,16.6,16.6,1.35,6.04,16815.0,PR
2020,00785,Puerto Rico,,14.76,0.19,0.19,17.62,16.48,3.45,6.36,17317.0,PR
2020,00784,Puerto Rico,,14.62,0.35,0.35,17.98,16.84,3.81,6.36,17317.0,PR
2020,00792,Puerto Rico,,15.3,0.15,0.69,15.3,15.3,4.0,4.07,21833.0,PR
2020,00791,Puerto Rico,,15.68,1.4,1.5,15.68,15.62,4.72,4.07,21833.0,PR
2020,00794,Puerto Rico,,4.46,4.66,4.66,18.17,17.62,0.48,4.26,19024.0,PR
2020,00795,Puerto Rico,,7.46,3.49,6.22,33.44,8.57,0.25,5.39,20765.0,PR
2020,00901,Puerto Rico,,7.8,2.2,2.2,5.33,3.25,4.03,9.11,26204.0,PR
2020,00902,Puerto Rico,,7.8,2.4,2.4,5.43,3.46,4.23,9.11,26204.0,PR
2020,00906,Puerto Rico,,,,,,,,9.11,26204.0,PR
2020,00907,Puerto Rico,,7.32,0.21,0.21,3.98,0.91,1.7,7.77,38798.0,PR
2020,00908,Puerto Rico,,7.36,0.38,0.38,4.19,1.41,2.2,7.77,38798.0,PR
2020,00910,Puerto Rico,,6.88,0.08,0.08,3.39,0.49,1.11,12.13,21238.0,PR
2020,00909,Puerto Rico,,6.74,0.03,0.03,3.29,0.47,1.0,12.13,21238.0,PR
2020,00940,Puerto Rico,,6.83,0.12,0.13,3.38,0.43,1.04,12.13,21238.0,PR
2020,00914,Puerto Rico,,6.73,0.56,0.56,4.03,0.56,0.76,13.65,32290.0,PR
2020,00911,Puerto Rico,,6.77,0.29,0.29,3.86,0.29,0.75,13.65,32290.0,PR
2020,00912,Puerto Rico,,6.59,0.2,0.2,3.56,0.2,0.6,17.23,27623.0,PR
2020,00913,Puerto Rico,,6.37,1.08,1.08,4.41,1.4,1.07,7.24,7428.0,PR
2020,00915,Puerto Rico,,5.74,0.11,0.11,3.35,1.11,0.31,16.39,13125.0,PR
2020,00916,Puerto Rico,,6.0,0.42,0.42,3.33,0.81,0.05,16.39,13125.0,PR
2020,00975,Puerto Rico,,5.29,0.57,0.57,2.78,1.18,0.79,13.18,15904.0,PR
2020,00917,Puerto Rico,,4.95,0.28,0.28,2.36,0.93,1.26,13.18,15904.0,PR
2020,00919,Puerto Rico,,5.8,0.62,0.62,2.2,0.62,1.43,7.02,29521.0,PR
2020,00939,Puerto Rico,,,,,,,,7.02,29521.0,PR
2020,00936,Puerto Rico,,5.03,0.01,0.01,1.54,0.01,1.11,7.02,29521.0,PR
2020,00918,Puerto Rico,,5.3,0.14,0.14,1.7,0.14,0.8,7.02,29521.0,PR
2020,00933,Puerto Rico,,,,,,,,7.02,29521.0,PR
2020,00920,Puerto Rico,,4.16,0.77,0.77,1.36,1.02,1.64,12.11,26153.0,PR
2020,00955,Puerto Rico,,,,,,,,9.29,19158.0,PR
2020,00921,Puerto Rico,,3.03,1.17,1.17,1.17,1.17,2.05,9.29,19158.0,PR
2020,00930,Puerto Rico,,,,,,,,11.62,16052.0,PR
2020,00923,Puerto Rico,,3.76,1.15,1.15,2.66,1.95,1.8,11.62,16052.0,PR
2020,00929,Puerto Rico,,2.14,1.21,2.16,3.99,3.88,2.54,8.4,19023.0,PR
2020,00924,Puerto Rico,,2.34,1.46,2.29,3.78,3.62,2.69,8.4,19023.0,PR
2020,00925,Puerto Rico,,3.99,0.23,0.23,1.49,1.49,0.85,20.88,10928.0,PR
2020,00928,Puerto Rico,,3.64,0.14,0.14,1.58,1.58,1.18,20.88,10928.0,PR
2020,00931,Puerto Rico,,3.64,0.14,0.14,1.58,1.58,1.18,20.88,10928.0,PR
2020,00926,Puerto Rico,,3.51,1.77,1.77,1.77,1.77,2.63,6.44,35681.0,PR
2020,00927,Puerto Rico,,3.94,0.27,0.27,0.27,0.27,0.97,4.57,36994.0,PR
2020,00950,Puerto Rico,,7.81,3.55,3.55,9.09,8.87,1.39,7.38,27575.0,PR
2020,00949,Puerto Rico,,8.08,3.71,3.71,8.58,8.08,0.47,7.38,27575.0,PR
2020,00951,Puerto Rico,,7.81,3.55,3.55,9.09,8.87,1.39,7.38,27575.0,PR
2020,00952,Puerto Rico,,7.18,2.89,2.89,7.51,7.02,1.44,9.84,16196.0,PR
2020,00954,Puerto Rico,,9.43,5.81,5.81,11.5,11.5,0.07,6.52,27688.0,PR
2020,00953,Puerto Rico,,8.13,4.47,4.47,10.15,10.15,1.32,6.52,27688.0,PR
2020,00956,Puerto Rico,,3.41,0.97,0.97,6.11,6.11,1.14,8.36,23859.0,PR
2020,00957,Puerto Rico,,4.6,1.44,1.44,7.09,7.09,1.24,8.43,27115.0,PR
2020,00958,Puerto Rico,,4.53,1.18,1.18,6.54,6.54,0.57,8.43,27115.0,PR
2020,00959,Puerto Rico,,4.07,0.32,0.32,5.32,5.32,1.09,7.3,30307.0,PR
2020,00960,Puerto Rico,,3.96,0.06,0.06,5.41,5.41,0.84,7.3,30307.0,PR
2020,00961,Puerto Rico,,5.08,0.95,0.95,5.78,5.61,0.25,8.72,29811.0,PR
2020,00962,Puerto Rico,,6.01,2.57,2.57,4.63,3.72,2.9,8.31,16053.0,PR
2020,00963,Puerto Rico,,6.19,2.38,2.38,4.35,3.26,3.58,8.31,16053.0,PR
2020,00977,Puerto Rico,,5.92,2.3,2.3,4.33,3.38,3.16,6.13,14279.0,PR
2020,00965,Puerto Rico,,5.41,1.61,1.61,3.63,2.71,3.41,6.13,14279.0,PR
2020,00966,Puerto Rico,,3.31,1.11,1.26,2.68,2.68,3.26,5.51,48174.0,PR
2020,00968,Puerto Rico,,3.6,0.61,0.61,2.06,2.04,2.63,7.52,49500.0,PR
2020,00969,Puerto Rico,,1.11,0.59,0.59,2.79,2.79,3.83,5.91,47489.0,PR
2020,00970,Puerto Rico,,0.47,0.32,0.32,3.65,3.65,3.56,5.91,47489.0,PR
2020,00971,Puerto Rico,,0.48,0.41,0.41,3.22,3.22,3.98,8.76,24972.0,PR
2020,00976,Puerto Rico,,1.06,2.73,3.22,3.94,3.94,1.2,7.59,31729.0,PR
2020,00978,Puerto Rico,,,,,,,,7.59,31729.0,PR
2020,00979,Puerto Rico,,5.05,0.39,0.39,4.68,2.94,2.24,12.15,33087.0,PR
2020,00982,Puerto Rico,,3.03,1.09,1.06,5.36,4.85,1.08,9.52,25360.0,PR
2020,00984,Puerto Rico,,3.46,1.58,0.58,6.42,5.93,0.23,10.42,26385.0,PR
2020,00983,Puerto Rico,,3.81,1.87,1.0,6.47,5.84,0.21,10.42,26385.0,PR
2020,00985,Puerto Rico,,3.48,2.18,1.3,7.34,7.12,1.6,7.04,27560.0,PR
2020,00986,Puerto Rico,,3.19,2.59,2.11,7.58,7.58,2.65,7.04,27560.0,PR
2020,00987,Puerto Rico,,2.15,1.94,1.94,6.65,6.65,2.69,6.41,32596.0,PR
2020,01001,Massachusetts,Northeast,5.59,3.38,3.38,3.52,3.52,2.76,2.35,66088.0,MA
2020,01059,Massachusetts,Northeast,9.25,9.24,9.24,21.06,21.06,2.86,2.4,60540.0,MA
2020,01002,Massachusetts,Northeast,7.81,7.78,7.78,18.13,18.13,0.4,2.4,60540.0,MA
2020,01004,Massachusetts,Northeast,7.07,7.05,7.05,17.89,17.89,0.51,2.4,60540.0,MA
2020,01005,Massachusetts,Northeast,18.74,12.75,12.75,18.74,32.37,12.29,0.84,80060.0,MA
2020,01007,Massachusetts,Northeast,11.03,8.31,8.31,14.74,14.74,8.83,1.87,94812.0,MA
2020,01008,Massachusetts,Northeast,18.52,11.23,11.23,18.71,18.71,5.36,5.02,78988.0,MA
2020,01009,Massachusetts,Northeast,10.6,2.7,2.7,14.71,14.71,13.07,5.24,72644.0,MA
2020,01010,Massachusetts,Northeast,16.05,7.6,7.6,20.74,20.74,9.05,4.04,75577.0,MA
2020,01011,Massachusetts,Northeast,16.12,15.99,15.99,21.91,21.91,5.68,6.53,71921.0,MA
2020,01012,Massachusetts,Northeast,10.16,10.21,10.21,21.73,21.73,5.35,2.86,73750.0,MA
2020,01013,Massachusetts,Northeast,1.26,1.32,1.32,2.9,2.9,1.12,4.34,46007.0,MA
2020,01014,Massachusetts,Northeast,2.14,1.73,1.73,1.73,1.73,0.56,4.34,46007.0,MA
2020,01020,Massachusetts,Northeast,0.6,3.01,3.01,4.09,4.09,2.22,2.37,58909.0,MA
2020,01021,Massachusetts,Northeast,0.95,2.48,2.48,2.8,2.8,0.96,2.37,58909.0,MA
2020,01022,Massachusetts,Northeast,2.11,3.63,3.63,5.6,5.6,2.31,2.19,43525.0,MA
2020,01026,Massachusetts,Northeast,16.54,16.59,16.59,28.94,28.94,3.89,1.17,71000.0,MA
2020,01027,Massachusetts,Northeast,4.52,4.5,4.5,10.84,10.84,5.56,3.53,66339.0,MA
2020,01028,Massachusetts,Northeast,0.47,5.63,5.63,6.23,6.23,2.87,1.27,90579.0,MA
2020,01029,Massachusetts,Northeast,16.83,15.2,15.2,22.95,22.95,9.73,5.42,92361.0,MA
2020,01030,Massachusetts,Northeast,7.12,4.97,4.97,4.97,4.97,4.97,1.92,79713.0,MA
2020,01031,Massachusetts,Northeast,19.88,5.43,5.43,19.88,25.3,17.05,0.97,45549.0,MA
2020,01032,Massachusetts,Northeast,11.2,11.25,11.25,24.77,24.77,6.78,0.62,81875.0,MA
2020,01033,Massachusetts,Northeast,6.49,6.44,6.44,10.11,10.11,4.98,6.7,101886.0,MA
2020,01034,Massachusetts,Northeast,11.49,10.67,10.67,18.45,18.45,11.44,4.12,90625.0,MA
2020,01035,Massachusetts,Northeast,4.64,4.61,4.61,16.51,16.51,2.95,3.45,86690.0,MA
2020,01036,Massachusetts,Northeast,4.35,6.92,6.92,9.75,9.75,6.68,0.55,94393.0,MA
2020,01037,Massachusetts,Northeast,20.8,8.21,8.21,20.8,27.04,14.71,0.35,83036.0,MA
2020,01038,Massachusetts,Northeast,3.81,3.8,3.8,17.55,17.55,4.52,0.19,85449.0,MA
2020,01039,Massachusetts,Northeast,4.32,4.36,4.36,18.96,18.96,8.98,1.75,94256.0,MA
2020,01041,Massachusetts,Northeast,2.47,0.58,0.58,5.54,5.54,0.43,3.27,42537.0,MA
2020,01040,Massachusetts,Northeast,2.8,0.34,0.34,5.74,5.74,0.65,3.27,42537.0,MA
2020,01050,Massachusetts,Northeast,12.28,11.44,11.44,16.81,16.81,0.66,0.9,73839.0,MA
2020,01053,Massachusetts,Northeast,2.68,2.73,2.73,16.7,16.7,9.36,0.95,50357.0,MA
2020,01054,Massachusetts,Northeast,10.89,6.34,6.34,24.55,24.55,6.31,2.24,93942.0,MA
2020,01056,Massachusetts,Northeast,3.66,1.22,1.22,7.76,7.76,6.71,2.91,73516.0,MA
2020,01057,Massachusetts,Northeast,9.78,5.06,5.06,14.77,14.77,12.26,1.92,77156.0,MA
2020,01060,Massachusetts,Northeast,1.16,1.11,1.11,14.05,14.05,7.02,2.14,67356.0,MA
2020,01061,Massachusetts,Northeast,1.56,1.51,1.51,13.93,13.93,6.73,2.14,67356.0,MA
2020,01062,Massachusetts,Northeast,1.26,1.29,1.29,14.69,14.69,8.83,1.44,76959.0,MA
2020,01068,Massachusetts,Northeast,13.57,9.92,9.92,13.57,32.44,13.08,1.22,85326.0,MA
2020,01069,Massachusetts,Northeast,10.8,0.91,0.91,14.8,14.8,13.26,2.71,66920.0,MA
2020,01070,Massachusetts,Northeast,18.26,16.09,16.09,31.88,31.88,7.21,0.29,63750.0,MA
2020,01071,Massachusetts,Northeast,13.92,6.39,6.39,13.5,13.5,3.47,4.17,81058.0,MA
2020,01072,Massachusetts,Northeast,12.46,7.38,7.38,26.01,26.01,8.16,2.92,81042.0,MA
2020,01073,Massachusetts,Northeast,7.74,5.03,5.03,9.34,9.34,5.77,0.78,104052.0,MA
2020,01074,Massachusetts,Northeast,16.97,11.65,11.65,16.97,31.67,14.01,0.0,88775.0,MA
2020,01075,Massachusetts,Northeast,4.34,3.35,3.35,7.98,7.98,2.11,1.69,73601.0,MA
2020,01077,Massachusetts,Northeast,8.19,4.55,4.55,9.68,9.68,9.46,2.03,84896.0,MA
2020,01079,Massachusetts,Northeast,10.7,1.47,1.47,14.78,14.78,13.56,6.41,32963.0,MA
2020,01080,Massachusetts,Northeast,9.06,1.38,1.38,13.13,13.13,11.97,3.35,78576.0,MA
2020,01081,Massachusetts,Northeast,14.74,9.4,9.4,19.89,19.89,9.51,2.89,74375.0,MA
2020,01082,Massachusetts,Northeast,16.56,1.2,1.2,20.66,20.66,15.49,2.36,58131.0,MA
2020,01083,Massachusetts,Northeast,17.8,3.94,3.94,19.83,21.85,11.98,1.63,78252.0,MA
2020,01084,Massachusetts,Northeast,12.11,12.16,12.16,22.98,22.98,3.55,2.42,71875.0,MA
2020,01085,Massachusetts,Northeast,8.86,0.96,0.96,7.42,7.42,7.88,2.18,74784.0,MA
2020,01086,Massachusetts,Northeast,,,,,,,2.18,74784.0,MA
2020,01088,Massachusetts,Northeast,3.72,3.74,3.74,18.28,18.28,6.04,2.55,42111.0,MA
2020,01090,Massachusetts,Northeast,4.91,1.32,1.32,1.32,1.32,1.88,4.36,54516.0,MA
2020,01089,Massachusetts,Northeast,4.72,1.68,1.68,1.68,1.68,2.7,4.36,54516.0,MA
2020,01092,Massachusetts,Northeast,15.91,3.23,3.23,19.97,19.97,13.3,0.0,60396.0,MA
2020,01095,Massachusetts,Northeast,4.2,2.78,2.78,8.36,8.36,6.61,1.2,111487.0,MA
2020,01096,Massachusetts,Northeast,8.55,8.6,8.6,22.41,22.41,8.54,2.37,81447.0,MA
2020,01097,Massachusetts,Northeast,13.53,5.68,5.68,12.95,12.95,4.19,0.0,63750.0,MA
2020,01098,Massachusetts,Northeast,15.17,15.22,15.22,25.59,25.59,1.11,2.71,81875.0,MA
2020,01115,Massachusetts,Northeast,4.35,0.83,0.83,1.27,1.27,0.52,4.23,17736.0,MA
2020,01103,Massachusetts,Northeast,4.13,0.9,0.9,1.44,1.44,0.27,4.23,17736.0,MA
2020,01144,Massachusetts,Northeast,4.29,0.88,0.88,1.36,1.36,0.4,4.23,17736.0,MA
2020,01102,Massachusetts,Northeast,,,,,,,1.93,40884.0,MA
2020,01101,Massachusetts,Northeast,4.31,0.66,0.66,1.07,1.07,0.71,1.93,40884.0,MA
2020,01104,Massachusetts,Northeast,2.46,1.41,1.41,1.65,1.65,1.39,1.93,40884.0,MA
2020,01105,Massachusetts,Northeast,3.61,1.25,1.25,1.84,1.84,0.38,3.95,21875.0,MA
2020,01116,Massachusetts,Northeast,2.24,5.37,5.37,5.89,5.89,2.89,1.53,123644.0,MA
2020,01106,Massachusetts,Northeast,2.68,4.72,4.72,5.22,5.22,2.47,1.53,123644.0,MA
2020,01107,Massachusetts,Northeast,3.81,0.12,0.12,0.12,0.12,1.24,5.02,30457.0,MA
2020,01138,Massachusetts,Northeast,2.81,2.57,2.57,3.16,3.16,0.31,4.69,41807.0,MA
2020,01108,Massachusetts,Northeast,2.63,2.79,2.79,3.38,3.38,0.11,4.69,41807.0,MA
2020,01139,Massachusetts,Northeast,2.72,1.8,1.8,2.35,2.35,1.23,4.46,35000.0,MA
2020,01109,Massachusetts,Northeast,2.24,2.25,2.25,2.76,2.76,1.75,4.46,35000.0,MA
2020,01111,Massachusetts,Northeast,2.11,2.43,2.43,2.94,2.94,1.94,4.46,35000.0,MA
2020,01118,Massachusetts,Northeast,0.96,3.76,3.76,4.36,4.36,1.59,2.79,70296.0,MA
2020,01119,Massachusetts,Northeast,1.72,2.56,2.56,4.86,4.86,3.7,3.51,48324.0,MA
2020,01128,Massachusetts,Northeast,1.04,4.27,4.27,6.19,6.19,3.56,2.61,67422.0,MA
2020,01129,Massachusetts,Northeast,2.37,2.25,2.25,6.0,6.0,4.45,1.29,61769.0,MA
2020,01152,Massachusetts,Northeast,0.84,1.88,1.88,4.95,4.95,4.11,4.87,44291.0,MA
2020,01151,Massachusetts,Northeast,1.62,1.1,1.1,5.72,5.72,4.87,4.87,44291.0,MA
2020,01202,Massachusetts,Northeast,25.63,0.64,0.64,31.51,31.51,0.46,2.88,57160.0,MA
2020,01201,Massachusetts,Northeast,25.43,0.43,0.43,31.3,31.3,0.22,2.88,57160.0,MA
2020,01203,Massachusetts,Northeast,,,,,,,2.88,57160.0,MA
2020,01220,Massachusetts,Northeast,27.01,5.68,5.68,34.79,34.79,0.08,1.67,47908.0,MA
2020,01222,Massachusetts,Northeast,15.24,9.63,9.63,20.8,34.91,8.62,1.67,58668.0,MA
2020,01223,Massachusetts,Northeast,22.13,14.32,14.32,27.18,27.18,8.62,7.92,66161.0,MA
2020,01225,Massachusetts,Northeast,28.54,8.72,8.72,33.67,33.67,4.52,1.01,72119.0,MA
2020,01227,Massachusetts,Northeast,27.78,4.44,4.44,34.78,34.78,4.33,2.49,73911.0,MA
2020,01226,Massachusetts,Northeast,27.76,4.27,4.27,34.81,34.81,4.18,2.49,73911.0,MA
2020,01252,Massachusetts,Northeast,23.81,3.84,3.84,30.86,38.0,4.12,1.86,68690.0,MA
2020,01230,Massachusetts,Northeast,22.59,1.24,1.24,29.53,38.39,0.88,1.86,68690.0,MA
2020,01235,Massachusetts,Northeast,23.51,8.11,8.11,33.08,33.08,8.06,1.39,67404.0,MA
2020,01236,Massachusetts,Northeast,24.66,4.58,4.58,34.52,35.15,3.03,5.55,63696.0,MA
2020,01237,Massachusetts,Northeast,24.21,5.1,5.1,29.66,29.66,4.96,5.83,76579.0,MA
2020,01238,Massachusetts,Northeast,27.2,10.19,10.19,35.02,35.02,1.63,1.78,77455.0,MA
